original_title,release_date,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,budget,6.0 cast,5.0 cast,8.0 cast,6.0 director,8.0 production_companies,6.0 production_companies,7.0 cast,4.0 cast,7.0 production_companies,8.0 director,vote_average,4.0 production_companies,7.0 director,5.0 director,4.0 director,5.0 production_companies
End of Watch,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6648209.9694657205,3.3333333333333335,2.3333333333333335,0.0,1.0,0.0,2.0,5.0,0.3333333333333333,5.0,0.0,7.0,1.0,1.0,1.0,0.0,2.6666666666666665
Ender's Game,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102963668.801446,5.0,2.3333333333333335,1.0,1.0,0.0,5.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,6.0,1.3333333333333333,0.0,0.0,0.0,1.0
Endless Love,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18421821.015429102,5.0,0.5,0.0,1.0,0.5,3.0,1.5,0.5,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
Enemy at the Gates,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86204168.168569,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0
Enemy of the State,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120392592.21704598,5.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,2.6666666666666665,0.0,6.0,1.6666666666666667,1.0,0.6666666666666666,0.0,3.0
English Vinglish,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2697273.75904037,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
Enough,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46065932.95758071,5.0,1.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,6.0,1.0,0.0,0.6666666666666666,0.0,1.0
Enter the Dragon,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4174485.64197941,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,5.0,0.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
Enter the Void,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13213205.643624302,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,7.0,0.5,1.0,0.0,0.5,0.5
Entourage,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27599987.856005296,5.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0
Entrapment,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,86397487.8752252,2.6666666666666665,5.0,0.0,0.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.0,5.0,0.0,0.0,1.0,0.0,2.0
Epic,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93603335.27404241,5.0,2.25,0.0,1.0,0.0,2.0,0.25,0.25,0.75,0.0,6.0,0.0,0.0,0.5,0.0,1.0
Epic Movie,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21033371.6526309,1.0,1.6666666666666667,0.0,0.0,0.6666666666666666,3.0,0.0,5.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0,3.3333333333333335
Equilibrium,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24245227.872410897,5.0,2.3333333333333335,0.6666666666666666,1.0,0.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,6.0,1.6666666666666667,0.0,1.0,0.0,0.6666666666666666
Eragon,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108166915.829157,2.5,2.0,0.0,0.0,0.5,4.0,0.5,5.0,3.25,0.0,4.0,5.0,0.0,0.0,1.0,4.0
Eraser,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,139021673.896025,1.5,5.0,0.25,0.25,0.75,2.0,1.25,0.25,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0
Eraserhead,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,35977.8103257035,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.5,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
Erin Brockovich,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65847189.9458432,5.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
Ernest Goes to Camp,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5757241.31419396,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.5,0.0,1.0,0.0,1.5
Ernest Saves Christmas,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11063346.1385418,2.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.5,0.0,1.0,0.0,1.0
Escape Plan,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46801667.63702121,5.0,4.0,0.0,1.0,0.0,5.0,3.0,1.0,1.5,0.0,6.0,2.5,0.0,0.5,0.0,3.0
Escape from Alcatraz,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24036432.0200127,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.5,2.0,0.0,7.0,0.5,1.0,0.0,0.0,1.0
Escape from L.A.,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,69510836.94801271,2.75,5.0,0.0,1.0,0.5,2.0,2.0,0.75,1.0,0.0,5.0,1.0,0.5,1.0,0.5,2.0
Escape from New York,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14389144.829140803,5.0,2.0,0.0,1.0,0.0,4.0,1.5,0.0,0.0,0.0,6.0,0.0,0.5,1.0,1.0,0.0
Escape from Planet Earth,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37441334.1096169,2.2,5.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0
Escape from the Planet of the Apes,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13462987.286093302,5.0,1.5,0.0,1.0,1.0,2.0,1.5,0.0,1.5,0.0,6.0,1.0,0.0,0.0,0.0,1.5
Eternal Sunshine of the Spotless Mind,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,23088907.9962429,4.333333333333333,3.3333333333333335,0.0,0.0,0.0,2.3333333333333335,5.0,0.0,3.0,0.0,7.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.3333333333333333
EuroTrip,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28861134.995303698,5.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0
Evan Almighty,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,184042001.96052,2.6666666666666665,5.0,0.0,0.6666666666666666,0.0,4.0,2.0,0.6666666666666666,2.0,0.0,5.0,1.6666666666666667,0.0,1.0,0.0,5.0
Event Horizon,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,81507619.2643258,5.0,1.3333333333333333,0.0,1.0,0.3333333333333333,3.0,0.6666666666666666,0.0,1.0,0.0,6.0,1.0,0.0,0.6666666666666666,0.0,2.0
EverAfter,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,34780082.1960357,5.0,2.6666666666666665,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.3333333333333333,0.0,1.0
Everest,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50599977.7360098,5.0,3.0,0.0,1.0,0.5,5.0,2.5,0.5,2.0,0.0,6.0,1.5,0.0,0.5,0.0,2.0
Everything Must Go,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5000000.0,2.6666666666666665,5.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10429121.8627245,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0
Everything is Illuminated,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7815943.02758145,0.5,1.0,0.0,0.0,0.0,1.5,5.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0
Evil Dead,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15912566.996587198,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0
Evil Dead II,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6908689.57703275,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,5.0,0.0,1.0,0.0,7.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0
Evita,12,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,76461920.6428139,1.0,5.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,5.0,0.0,0.3333333333333333,1.0,0.0,2.0
Evolution,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98519049.33550741,2.6666666666666665,5.0,0.0,1.0,0.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.0,5.0,1.0,1.0,1.0,0.6666666666666666,3.0
Ex Machina,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13799993.9280026,2.0,1.5,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0
Executive Decision,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,76461920.6428139,4.0,5.0,0.0,0.75,1.0,2.0,2.25,3.0,1.75,0.0,5.0,1.75,0.0,1.0,0.0,2.0
Exit Wounds,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61574405.8346921,1.0,5.0,0.0,0.0,1.0,2.0,0.6666666666666666,1.3333333333333333,2.0,0.0,5.0,1.3333333333333333,0.0,1.0,0.6666666666666666,2.0
Exodus: Gods and Kings,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128952747.10800402,3.3333333333333335,5.0,0.6666666666666666,1.0,0.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.0,5.0,0.3333333333333333,1.0,1.0,0.3333333333333333,4.0
Exorcist II: The Heretic,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50368934.4559849,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,1.3333333333333333,5.0,1.0,0.0,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0
Exorcist: The Beginning,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,92355631.98497193,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.6666666666666666,5.0,0.3333333333333333,0.0,4.0,2.0,0.0,0.6666666666666666,1.0,0.6666666666666666
Expelled: No Intelligence Allowed,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544753.21833208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
Explorers,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,50679151.306660496,5.0,0.4,0.0,1.0,0.6,1.0,0.4,0.0,1.0,0.0,6.0,1.0,0.0,0.2,0.0,1.0
Extract,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8131203.47299962,5.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0
Extraordinary Measures,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31000000.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0
Extreme Measures,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52828236.0804896,4.0,5.0,0.5,1.0,0.5,2.0,3.0,1.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0
Extremely Loud & Incredibly Close,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38775921.7036588,4.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0,3.0
Eye in the Sky,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11959994.737602301,2.6666666666666665,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,5.0,0.0,3.0,0.0,7.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666
Eyes Wide Shut,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85088435.02863091,5.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0
F.I.S.T.,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7697076440545,5.0,2.5,0.0,1.0,0.0,1.0,2.5,0.5,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.0
Face/Off,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,108676825.68576701,5.0,3.25,0.75,1.0,0.5,5.0,0.75,1.0,1.5,0.0,6.0,1.5,0.0,1.0,0.0,2.5
Facing the Giants,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108166.91582915699,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
Fahrenheit 9/11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6926672.39887289,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Failure to Launch,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54083457.9145786,5.0,5.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0
Fair Game,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,71548343.3553482,1.6666666666666667,0.6666666666666666,0.0,0.0,0.6666666666666666,1.6666666666666667,0.0,5.0,1.6666666666666667,0.0,4.0,2.0,0.0,0.0,1.0,1.6666666666666667
Fair Game,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22000000.0,5.0,2.5,0.0,1.0,0.0,2.0,3.0,0.5,1.5,0.0,6.0,0.0,1.0,0.0,0.0,1.0
Falling Down,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37736749.0424677,2.6666666666666665,2.0,0.6666666666666666,1.0,1.3333333333333333,4.0,5.0,0.0,4.0,0.0,7.0,1.6666666666666667,1.0,1.0,0.3333333333333333,3.6666666666666665
Family Plot,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7663396.05695282,5.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0
Fantasia 2000,12,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,104724227.727545,5.0,0.75,0.0,8.0,0.5,4.0,0.5,0.0,1.75,0.0,6.0,0.25,0.0,0.0,0.0,2.25
Fantastic Four,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,111656328.965449,2.0,5.0,0.0,0.25,0.75,3.75,1.0,0.25,1.5,0.0,5.0,3.0,0.0,1.0,0.0,5.0
Fantastic Four,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110399952.34402,3.0,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,0.6666666666666666,5.0,3.6666666666666665,0.0,4.0,5.0,0.0,0.0,1.0,2.0
Fantastic Mr. Fox,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40656017.3649981,2.25,2.5,0.0,0.25,0.25,2.75,5.0,0.25,5.0,0.0,7.0,1.25,1.0,0.0,0.0,3.0
Fantastic Voyage,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34362645.151104905,5.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,6.0,1.0,0.0,0.5,0.0,1.0
Far and Away,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,93241455.2753373,5.0,1.75,0.0,1.0,0.25,2.0,1.25,0.25,1.25,0.0,6.0,1.0,0.5,0.25,0.0,2.0
Far from Heaven,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16365528.813877301,5.0,4.0,0.0,1.0,0.0,1.0,2.5,1.5,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Fargo,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9731517.17272177,3.3333333333333335,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,2.0,5.0,0.3333333333333333,2.0,0.0,7.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333
Fast & Furious,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,86394036.900621,5.0,3.0,0.0,1.0,0.25,5.0,3.0,0.75,3.25,0.0,6.0,1.5,0.75,0.25,0.0,2.75
Fast & Furious 6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149765336.438467,5.0,3.3333333333333335,0.0,1.0,0.0,5.0,4.0,0.6666666666666666,4.666666666666667,0.0,6.0,1.6666666666666667,1.0,0.0,0.0,3.3333333333333335
Fast Five,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121174755.323934,5.0,3.3333333333333335,0.0,1.0,0.0,3.0,5.0,0.6666666666666666,3.0,0.0,7.0,1.3333333333333333,1.0,0.0,0.0,2.0
Fast Times at Ridgemont High,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10168390.8114805,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
Faster,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24000000.0,5.0,4.0,0.0,1.0,0.5,4.0,2.75,3.0,1.75,0.0,6.0,2.0,0.25,0.0,0.0,2.0
Fatal Attraction,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,26867126.132905103,5.0,2.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,6.0,1.0,0.0,0.5,0.0,1.0
Fear and Loathing in Las Vegas,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24747366.177948494,3.3333333333333335,3.3333333333333335,0.0,1.0,0.3333333333333333,2.6666666666666665,5.0,0.3333333333333333,5.0,0.0,7.0,1.3333333333333333,1.0,1.0,0.0,2.0
FearDotCom,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,48490455.744821794,2.0,1.0,0.0,0.0,0.0,1.0,0.5,5.0,0.5,0.0,4.0,5.0,0.0,1.0,1.0,1.5
Femme Fatale,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42429148.7767191,5.0,1.6666666666666667,0.0,1.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0
Ferris Bueller's Day Off,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11936438.4651729,2.5,1.0,0.0,1.0,1.0,1.0,5.0,0.5,1.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
Fever Pitch,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33496898.689634804,1.3333333333333333,5.0,0.0,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.0,2.3333333333333335,0.0,5.0,0.6666666666666666,0.0,2.0,0.6666666666666666,5.0
Fiddler on the Roof,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,48466754.22993591,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,6.0,0.0,0.3333333333333333,0.0,0.0,0.0
Fido,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8653353.26633258,5.0,1.75,0.0,1.0,0.0,3.0,0.75,0.0,0.5,0.0,6.0,0.5,0.0,0.0,0.0,0.75
Fifty Shades of Grey,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36799983.808007106,1.5,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.5,0.0,1.0,0.0,3.0
Fight Club,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82470329.3354423,4.0,4.0,5.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,2.0
Final Destination,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29124718.629892103,5.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,3.0
Final Destination 2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30819168.764345698,1.0,5.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,0.5,0.0,1.0,0.0,2.0
Final Destination 3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27041728.9572893,1.0,5.0,0.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.5,0.0,1.0,0.0,5.0
Final Destination 5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,45561708.0017992,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.5,0.0,1.0,0.0,3.0
Final Fantasy: The Spirits Within,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,168713871.98705602,3.2,5.0,0.0,0.0,0.0,1.0,1.2,0.8,0.8,0.0,5.0,1.0,0.0,2.0,0.0,3.0
Finding Forrester,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54450560.9167549,5.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0
Finding Nemo,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111423148.609557,0.5,1.0,0.0,1.0,2.0,2.0,5.0,0.5,3.0,0.0,7.0,0.5,2.0,0.0,0.0,2.0
Finding Neverland,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28861134.995303698,5.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
Fire Down Below,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81507619.2643258,1.75,5.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0
Fire and Ice,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2627174.39730977,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Fire in the Sky,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,30016643.415797602,5.0,0.5,0.0,1.0,0.25,1.0,0.75,1.25,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0
Fire with Fire,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18994885.627044898,4.25,5.0,0.5,0.0,0.0,2.5,2.75,1.25,0.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0
Fired Up!,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20328008.682499,1.0,5.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0
Firefox,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40673563.245922,1.0,5.0,0.0,0.75,0.0,0.75,1.25,0.0,0.5,0.0,5.0,0.0,0.5,1.0,0.0,1.0
Fireproof,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,506393.31690458296,1.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
Firewall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48675112.1231207,4.0,5.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0
First Blood,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33894636.038268395,3.0,2.0,0.0,0.0,0.0,0.75,5.0,0.5,1.0,0.0,7.0,0.75,1.0,0.0,0.0,0.75
First Knight,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78703177.6908831,3.25,5.0,0.0,0.5,0.0,1.0,1.5,0.75,1.0,0.0,5.0,1.0,0.25,1.0,0.0,2.0
First Snow,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8653353.26633258,5.0,2.5,0.5,1.0,0.0,2.0,1.5,0.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.5
Fish Tank,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3049201.30237486,5.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0
Flags of Our Fathers,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,97350224.24624151,5.0,1.6666666666666667,0.0,1.0,1.3333333333333333,4.0,0.6666666666666666,0.0,3.6666666666666665,0.0,6.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335
